,sales_id,amount
0,81,771611575.0
1,21,581959350.0
2,40,372365000.0
3,23,153756750.0
4,1902,153541500.0
5,912,85580250.0
6,2140,74710125.0
7,1023,66281425.0
8,1070,57859725.0
9,928,51215500.0
